"V1","V2"
"Affiliate-Organic Search-Display-Organic Search-Paid Search",4
"Affiliate-Organic Search-Display-Organic Search",2
"Affiliate-Organic Search-Affiliate-Direct",1
"Affiliate-Organic Search-Affiliate-Direct-Affiliate",1
"Affiliate-Organic Search-Affiliate-Direct-Paid Search",2
"Affiliate-Organic Search-Affiliate-Social",19
"Affiliate-Organic Search-Affiliate-Display-Direct",1
"Affiliate-Organic Search-Affiliate-Display",2
"Affiliate-Organic Search-Affiliate-Display-Paid Search",1
"Affiliate-Organic Search-Affiliate-Direct",3
"Affiliate-Organic Search-Affiliate-Social",11
"Affiliate-Organic Search-Affiliate-Display",4
"Affiliate-Organic Search-Affiliate",29
"Affiliate-Organic Search-Affiliate-Paid Search",23
"Affiliate-Organic Search-Affiliate-Organic Search",29
"Affiliate-Organic Search-Affiliate-Paid Search-Direct",1
"Affiliate-Organic Search-Affiliate-Paid Search-Social",9
"Affiliate-Organic Search-Affiliate-Paid Search-Display",2
"Affiliate-Organic Search-Affiliate-Paid Search-Affiliate",9
"Affiliate-Organic Search-Affiliate-Paid Search",15
"Affiliate-Organic Search-Affiliate-Paid Search-Organic Search",2
"Affiliate-Organic Search-Affiliate-Organic Search-Direct",2
"Affiliate-Organic Search-Affiliate-Organic Search-Social",1
"Affiliate-Organic Search-Affiliate-Organic Search-Affiliate",2
"Affiliate-Organic Search-Affiliate-Organic Search-Paid Search",9
"Affiliate-Organic Search-Affiliate-Organic Search",5
"Affiliate-Organic Search-Paid Search-Direct",91
"Affiliate-Organic Search-Paid Search-Direct-Social",18
"Affiliate-Organic Search-Paid Search-Direct-Display",1
"Affiliate-Organic Search-Paid Search-Direct-Affiliate",18
"Affiliate-Organic Search-Paid Search-Direct-Paid Search",64
"Affiliate-Organic Search-Paid Search-Direct-Organic Search",3
"Affiliate-Organic Search-Paid Search-Social",1563
"Affiliate-Organic Search-Paid Search-Display-Direct",5
"Affiliate-Organic Search-Paid Search-Display-Social",18
"Affiliate-Organic Search-Paid Search-Display",7
"Affiliate-Organic Search-Paid Search-Display-Affiliate",7
"Affiliate-Organic Search-Paid Search-Display-Paid Search",28
"Affiliate-Organic Search-Paid Search-Display-Organic Search",23
"Affiliate-Organic Search-Paid Search-Affiliate-Direct",6
"Affiliate-Organic Search-Paid Search-Affiliate-Social",61
"Affiliate-Organic Search-Paid Search-Affiliate-Display",6
"Affiliate-Organic Search-Paid Search-Affiliate",233
"Affiliate-Organic Search-Paid Search-Affiliate-Paid Search",86
"Affiliate-Organic Search-Paid Search-Affiliate-Organic Search",52
"Affiliate-Organic Search-Paid Search-Direct",86
"Affiliate-Organic Search-Paid Search-Social",588
"Affiliate-Organic Search-Paid Search-Display",44
"Affiliate-Organic Search-Paid Search-Affiliate",165
"Affiliate-Organic Search-Paid Search",1457
"Affiliate-Organic Search-Paid Search-Organic Search",389
"Affiliate-Organic Search-Paid Search-Organic Search-Direct",34
"Affiliate-Organic Search-Paid Search-Organic Search-Social",50
"Affiliate-Organic Search-Paid Search-Organic Search-Display",8
"Affiliate-Organic Search-Paid Search-Organic Search-Affiliate",13
"Affiliate-Organic Search-Paid Search-Organic Search-Paid Search",748
"Affiliate-Organic Search-Paid Search-Organic Search",153
"Affiliate-Organic Search-Direct",49
"Affiliate-Organic Search-Direct-Social",12
"Affiliate-Organic Search-Direct-Affiliate",11
"Affiliate-Organic Search-Direct-Paid Search",30
"Affiliate-Organic Search-Direct-Organic Search",5
"Affiliate-Organic Search-Social",91
"Affiliate-Organic Search-Display-Social",2
"Affiliate-Organic Search-Display",3
"Affiliate-Organic Search-Display-Affiliate",1
"Affiliate-Organic Search-Display-Paid Search",2
"Affiliate-Organic Search-Display-Organic Search",2
"Affiliate-Organic Search-Affiliate-Direct",2
"Affiliate-Organic Search-Affiliate-Social",3
"Affiliate-Organic Search-Affiliate-Display",1
"Affiliate-Organic Search-Affiliate",21
"Affiliate-Organic Search-Affiliate-Paid Search",11
"Affiliate-Organic Search-Affiliate-Organic Search",5
"Affiliate-Organic Search-Paid Search-Direct",36
"Affiliate-Organic Search-Paid Search-Social",202
"Affiliate-Organic Search-Paid Search-Display",11
"Affiliate-Organic Search-Paid Search-Affiliate",54
"Affiliate-Organic Search-Paid Search",437
"Affiliate-Organic Search-Paid Search-Organic Search",169
"Affiliate-Organic Search-Direct",35
"Affiliate-Organic Search-Social",40
"Affiliate-Organic Search-Display",3
"Affiliate-Organic Search-Affiliate",20
"Affiliate-Organic Search-Paid Search",199
"Affiliate-Organic Search",117
"Affiliate-Paid Search-Direct",657
"Affiliate-Paid Search-Direct-Social",139
"Affiliate-Paid Search-Direct-Display",46
"Affiliate-Paid Search-Direct-Affiliate",222
"Affiliate-Paid Search-Direct-Paid Search",496
"Affiliate-Paid Search-Direct-Organic Search",16
"Affiliate-Paid Search-Direct-Social",588
"Affiliate-Paid Search-Direct-Display-Direct",11
"Affiliate-Paid Search-Direct-Display-Social",16
"Affiliate-Paid Search-Direct-Display",6
"Affiliate-Paid Search-Direct-Display-Affiliate",12
"Affiliate-Paid Search-Direct-Display-Paid Search",47
"Affiliate-Paid Search-Direct-Display-Organic Search",12
"Affiliate-Paid Search-Direct-Affiliate-Direct",39
"Affiliate-Paid Search-Direct-Affiliate-Social",55
"Affiliate-Paid Search-Direct-Affiliate-Display",6
"Affiliate-Paid Search-Direct-Affiliate",128
"Affiliate-Paid Search-Direct-Affiliate-Paid Search",209
"Affiliate-Paid Search-Direct-Affiliate-Organic Search",16
"Affiliate-Paid Search-Direct-Paid Search-Direct",369
"Affiliate-Paid Search-Direct-Paid Search-Social",507
"Affiliate-Paid Search-Direct-Paid Search-Display",52
"Affiliate-Paid Search-Direct-Paid Search-Affiliate",230
"Affiliate-Paid Search-Direct-Paid Search",935
"Affiliate-Paid Search-Direct-Paid Search-Organic Search",89
"Affiliate-Paid Search-Direct-Organic Search-Direct",18
"Affiliate-Paid Search-Direct-Organic Search-Social",5
"Affiliate-Paid Search-Direct-Organic Search-Affiliate",1
"Affiliate-Paid Search-Direct-Organic Search-Paid Search",42
"Affiliate-Paid Search-Direct-Organic Search",15
"Affiliate-Paid Search-Direct-Social",1396
"Affiliate-Paid Search-Direct-Display-Direct",10
"Affiliate-Paid Search-Direct-Display-Direct-Social",5
"Affiliate-Paid Search-Direct-Display-Direct-Display",4
"Affiliate-Paid Search-Direct-Display-Direct-Affiliate",1
"Affiliate-Paid Search-Direct-Display-Direct-Paid Search",7
"Affiliate-Paid Search-Direct-Display-Direct-Organic Search",1
"Affiliate-Paid Search-Direct-Display-Social",53
"Affiliate-Paid Search-Direct-Display-Direct",3
"Affiliate-Paid Search-Direct-Display-Social",4
"Affiliate-Paid Search-Direct-Display",3
"Affiliate-Paid Search-Direct-Display-Affiliate",2
"Affiliate-Paid Search-Direct-Display-Paid Search",7
"Affiliate-Paid Search-Direct-Display-Organic Search",5
"Affiliate-Paid Search-Direct-Display-Affiliate-Direct",1
"Affiliate-Paid Search-Direct-Display-Affiliate-Social",3
"Affiliate-Paid Search-Direct-Display-Affiliate-Display",2
"Affiliate-Paid Search-Direct-Display-Affiliate",9
"Affiliate-Paid Search-Direct-Display-Affiliate-Paid Search",11
"Affiliate-Paid Search-Direct-Display-Affiliate-Organic Search",1
"Affiliate-Paid Search-Direct-Display-Paid Search-Direct",22
"Affiliate-Paid Search-Direct-Display-Paid Search-Social",24
"Affiliate-Paid Search-Direct-Display-Paid Search-Display",18
"Affiliate-Paid Search-Direct-Display-Paid Search-Affiliate",3
"Affiliate-Paid Search-Direct-Display-Paid Search",36
"Affiliate-Paid Search-Direct-Display-Paid Search-Organic Search",3
"Affiliate-Paid Search-Direct-Display-Organic Search-Direct",4
"Affiliate-Paid Search-Direct-Display-Organic Search-Social",1
"Affiliate-Paid Search-Direct-Display-Organic Search-Paid Search",13
"Affiliate-Paid Search-Direct-Display-Organic Search",5
"Affiliate-Paid Search-Direct-Affiliate-Direct",43
"Affiliate-Paid Search-Direct-Affiliate-Direct-Social",14
"Affiliate-Paid Search-Direct-Affiliate-Direct-Affiliate",16
"Affiliate-Paid Search-Direct-Affiliate-Direct-Paid Search",44
"Affiliate-Paid Search-Direct-Affiliate-Social",195
"Affiliate-Paid Search-Direct-Affiliate-Display-Direct",3
"Affiliate-Paid Search-Direct-Affiliate-Display-Social",8
"Affiliate-Paid Search-Direct-Affiliate-Display",3
"Affiliate-Paid Search-Direct-Affiliate-Display-Affiliate",3
"Affiliate-Paid Search-Direct-Affiliate-Display-Paid Search",5
"Affiliate-Paid Search-Direct-Affiliate-Display-Organic Search",1
"Affiliate-Paid Search-Direct-Affiliate-Direct",47
"Affiliate-Paid Search-Direct-Affiliate-Social",58
"Affiliate-Paid Search-Direct-Affiliate-Display",12
"Affiliate-Paid Search-Direct-Affiliate",100
"Affiliate-Paid Search-Direct-Affiliate-Paid Search",97
"Affiliate-Paid Search-Direct-Affiliate-Organic Search",3
"Affiliate-Paid Search-Direct-Affiliate-Paid Search-Direct",73
"Affiliate-Paid Search-Direct-Affiliate-Paid Search-Social",132
"Affiliate-Paid Search-Direct-Affiliate-Paid Search-Display",11
"Affiliate-Paid Search-Direct-Affiliate-Paid Search-Affiliate",143
"Affiliate-Paid Search-Direct-Affiliate-Paid Search",226
"Affiliate-Paid Search-Direct-Affiliate-Paid Search-Organic Search",21
"Affiliate-Paid Search-Direct-Affiliate-Organic Search-Direct",3
"Affiliate-Paid Search-Direct-Affiliate-Organic Search-Social",3
"Affiliate-Paid Search-Direct-Affiliate-Organic Search-Display",2
"Affiliate-Paid Search-Direct-Affiliate-Organic Search-Affiliate",2
"Affiliate-Paid Search-Direct-Affiliate-Organic Search-Paid Search",22
"Affiliate-Paid Search-Direct-Affiliate-Organic Search",8
"Affiliate-Paid Search-Direct-Paid Search-Direct",182
"Affiliate-Paid Search-Direct-Paid Search-Direct-Social",50
"Affiliate-Paid Search-Direct-Paid Search-Direct-Display",10
"Affiliate-Paid Search-Direct-Paid Search-Direct-Affiliate",57
"Affiliate-Paid Search-Direct-Paid Search-Direct-Paid Search",344
"Affiliate-Paid Search-Direct-Paid Search-Direct-Organic Search",7
"Affiliate-Paid Search-Direct-Paid Search-Social",846
"Affiliate-Paid Search-Direct-Paid Search-Display-Direct",7
"Affiliate-Paid Search-Direct-Paid Search-Display-Social",18
"Affiliate-Paid Search-Direct-Paid Search-Display",7
"Affiliate-Paid Search-Direct-Paid Search-Display-Affiliate",7
"Affiliate-Paid Search-Direct-Paid Search-Display-Paid Search",46
"Affiliate-Paid Search-Direct-Paid Search-Display-Organic Search",9
"Affiliate-Paid Search-Direct-Paid Search-Affiliate-Direct",19
"Affiliate-Paid Search-Direct-Paid Search-Affiliate-Social",79
"Affiliate-Paid Search-Direct-Paid Search-Affiliate-Display",11
"Affiliate-Paid Search-Direct-Paid Search-Affiliate",77
"Affiliate-Paid Search-Direct-Paid Search-Affiliate-Paid Search",182
"Affiliate-Paid Search-Direct-Paid Search-Affiliate-Organic Search",24
"Affiliate-Paid Search-Direct-Paid Search-Direct",195
"Affiliate-Paid Search-Direct-Paid Search-Social",323
"Affiliate-Paid Search-Direct-Paid Search-Display",32
"Affiliate-Paid Search-Direct-Paid Search-Affiliate",135
"Affiliate-Paid Search-Direct-Paid Search",895
"Affiliate-Paid Search-Direct-Paid Search-Organic Search",64
"Affiliate-Paid Search-Direct-Paid Search-Organic Search-Direct",26
"Affiliate-Paid Search-Direct-Paid Search-Organic Search-Paid Search",86
"Affiliate-Paid Search-Direct-Paid Search-Organic Search",18
"Affiliate-Paid Search-Direct-Organic Search-Direct",24
"Affiliate-Paid Search-Direct-Organic Search-Direct-Social",5
"Affiliate-Paid Search-Direct-Organic Search-Direct-Display",1
"Affiliate-Paid Search-Direct-Organic Search-Direct-Affiliate",5
"Affiliate-Paid Search-Direct-Organic Search-Direct-Paid Search",20
"Affiliate-Paid Search-Direct-Organic Search-Direct-Organic Search",1
"Affiliate-Paid Search-Direct-Organic Search-Social",11
"Affiliate-Paid Search-Direct-Organic Search-Display-Social",1
"Affiliate-Paid Search-Direct-Organic Search-Affiliate-Paid Search",1
"Affiliate-Paid Search-Direct-Organic Search-Paid Search-Direct",9
"Affiliate-Paid Search-Direct-Organic Search-Paid Search-Social",26
"Affiliate-Paid Search-Direct-Organic Search-Paid Search-Display",2
"Affiliate-Paid Search-Direct-Organic Search-Paid Search-Affiliate",6
"Affiliate-Paid Search-Direct-Organic Search-Paid Search",57
"Affiliate-Paid Search-Direct-Organic Search-Paid Search-Organic Search",22
"Affiliate-Paid Search-Direct-Organic Search-Direct",5
"Affiliate-Paid Search-Direct-Organic Search-Social",2
"Affiliate-Paid Search-Direct-Organic Search-Affiliate",2
"Affiliate-Paid Search-Direct-Organic Search-Paid Search",21
"Affiliate-Paid Search-Direct-Organic Search",7
"Affiliate-Paid Search-Social",68278
"Affiliate-Paid Search-Display-Direct",52
"Affiliate-Paid Search-Display-Direct-Social",17
"Affiliate-Paid Search-Display-Direct-Display",11
"Affiliate-Paid Search-Display-Direct-Affiliate",16
"Affiliate-Paid Search-Display-Direct-Paid Search",58
"Affiliate-Paid Search-Display-Direct-Organic Search",6
"Affiliate-Paid Search-Display-Direct-Social",48
"Affiliate-Paid Search-Display-Direct-Display-Direct",9
"Affiliate-Paid Search-Display-Direct-Display-Social",5
"Affiliate-Paid Search-Display-Direct-Display",3
"Affiliate-Paid Search-Display-Direct-Display-Affiliate",1
"Affiliate-Paid Search-Display-Direct-Display-Paid Search",8
"Affiliate-Paid Search-Display-Direct-Display-Organic Search",2
"Affiliate-Paid Search-Display-Direct-Affiliate-Social",2
"Affiliate-Paid Search-Display-Direct-Affiliate-Display",2
"Affiliate-Paid Search-Display-Direct-Affiliate",5
"Affiliate-Paid Search-Display-Direct-Affiliate-Paid Search",15
"Affiliate-Paid Search-Display-Direct-Paid Search-Direct",14
"Affiliate-Paid Search-Display-Direct-Paid Search-Social",27
"Affiliate-Paid Search-Display-Direct-Paid Search-Display",19
"Affiliate-Paid Search-Display-Direct-Paid Search-Affiliate",5
"Affiliate-Paid Search-Display-Direct-Paid Search",45
"Affiliate-Paid Search-Display-Direct-Paid Search-Organic Search",4
"Affiliate-Paid Search-Display-Direct-Organic Search-Direct",4
"Affiliate-Paid Search-Display-Direct-Organic Search-Paid Search",3
"Affiliate-Paid Search-Display-Direct-Organic Search",1
"Affiliate-Paid Search-Display-Social",1367
"Affiliate-Paid Search-Display-Direct",13
"Affiliate-Paid Search-Display-Direct-Social",1
"Affiliate-Paid Search-Display-Direct-Display",2
"Affiliate-Paid Search-Display-Direct-Affiliate",1
"Affiliate-Paid Search-Display-Direct-Paid Search",11
"Affiliate-Paid Search-Display-Direct-Organic Search",2
"Affiliate-Paid Search-Display-Social",73
"Affiliate-Paid Search-Display-Direct",3
"Affiliate-Paid Search-Display-Social",13
"Affiliate-Paid Search-Display",16
"Affiliate-Paid Search-Display-Affiliate",8
"Affiliate-Paid Search-Display-Paid Search",17
"Affiliate-Paid Search-Display-Organic Search",9
"Affiliate-Paid Search-Display-Affiliate-Direct",6
"Affiliate-Paid Search-Display-Affiliate-Social",7
"Affiliate-Paid Search-Display-Affiliate-Display",9
"Affiliate-Paid Search-Display-Affiliate",23
"Affiliate-Paid Search-Display-Affiliate-Paid Search",22
"Affiliate-Paid Search-Display-Paid Search-Direct",18
"Affiliate-Paid Search-Display-Paid Search-Social",31
"Affiliate-Paid Search-Display-Paid Search-Display",44
"Affiliate-Paid Search-Display-Paid Search-Affiliate",11
"Affiliate-Paid Search-Display-Paid Search",52
"Affiliate-Paid Search-Display-Paid Search-Organic Search",4
"Affiliate-Paid Search-Display-Organic Search-Direct",5
"Affiliate-Paid Search-Display-Organic Search-Social",1
"Affiliate-Paid Search-Display-Organic Search-Affiliate",1
"Affiliate-Paid Search-Display-Organic Search-Paid Search",31
"Affiliate-Paid Search-Display-Organic Search",13
"Affiliate-Paid Search-Display-Affiliate-Direct",8
"Affiliate-Paid Search-Display-Affiliate-Direct-Social",3
"Affiliate-Paid Search-Display-Affiliate-Direct-Display",5
"Affiliate-Paid Search-Display-Affiliate-Direct-Affiliate",2
"Affiliate-Paid Search-Display-Affiliate-Direct-Paid Search",4
"Affiliate-Paid Search-Display-Affiliate-Social",94
"Affiliate-Paid Search-Display-Affiliate-Display-Direct",7
"Affiliate-Paid Search-Display-Affiliate-Display-Social",17
"Affiliate-Paid Search-Display-Affiliate-Display",16
"Affiliate-Paid Search-Display-Affiliate-Display-Affiliate",14
"Affiliate-Paid Search-Display-Affiliate-Display-Paid Search",30
"Affiliate-Paid Search-Display-Affiliate-Display-Organic Search",6
"Affiliate-Paid Search-Display-Affiliate-Direct",9
"Affiliate-Paid Search-Display-Affiliate-Social",33
"Affiliate-Paid Search-Display-Affiliate-Display",14
"Affiliate-Paid Search-Display-Affiliate",55
"Affiliate-Paid Search-Display-Affiliate-Paid Search",62
"Affiliate-Paid Search-Display-Affiliate-Organic Search",5
"Affiliate-Paid Search-Display-Affiliate-Paid Search-Direct",27
"Affiliate-Paid Search-Display-Affiliate-Paid Search-Social",79
"Affiliate-Paid Search-Display-Affiliate-Paid Search-Display",50
"Affiliate-Paid Search-Display-Affiliate-Paid Search-Affiliate",72
"Affiliate-Paid Search-Display-Affiliate-Paid Search",130
"Affiliate-Paid Search-Display-Affiliate-Paid Search-Organic Search",13
"Affiliate-Paid Search-Display-Affiliate-Organic Search-Direct",1
"Affiliate-Paid Search-Display-Affiliate-Organic Search-Social",1
"Affiliate-Paid Search-Display-Affiliate-Organic Search-Display",1
"Affiliate-Paid Search-Display-Affiliate-Organic Search-Paid Search",7
"Affiliate-Paid Search-Display-Paid Search-Direct",61
"Affiliate-Paid Search-Display-Paid Search-Direct-Social",14
"Affiliate-Paid Search-Display-Paid Search-Direct-Display",13
"Affiliate-Paid Search-Display-Paid Search-Direct-Affiliate",5
"Affiliate-Paid Search-Display-Paid Search-Direct-Paid Search",64
"Affiliate-Paid Search-Display-Paid Search-Direct-Organic Search",1
"Affiliate-Paid Search-Display-Paid Search-Social",550
"Affiliate-Paid Search-Display-Paid Search-Display-Direct",22
"Affiliate-Paid Search-Display-Paid Search-Display-Social",79
"Affiliate-Paid Search-Display-Paid Search-Display",19
"Affiliate-Paid Search-Display-Paid Search-Display-Affiliate",36
"Affiliate-Paid Search-Display-Paid Search-Display-Paid Search",274
"Affiliate-Paid Search-Display-Paid Search-Display-Organic Search",30
"Affiliate-Paid Search-Display-Paid Search-Affiliate-Direct",3
"Affiliate-Paid Search-Display-Paid Search-Affiliate-Social",24
"Affiliate-Paid Search-Display-Paid Search-Affiliate-Display",16
"Affiliate-Paid Search-Display-Paid Search-Affiliate",26
"Affiliate-Paid Search-Display-Paid Search-Affiliate-Paid Search",74
"Affiliate-Paid Search-Display-Paid Search-Affiliate-Organic Search",5
"Affiliate-Paid Search-Display-Paid Search-Direct",54
"Affiliate-Paid Search-Display-Paid Search-Social",215
"Affiliate-Paid Search-Display-Paid Search-Display",100
"Affiliate-Paid Search-Display-Paid Search-Affiliate",53
"Affiliate-Paid Search-Display-Paid Search",545
"Affiliate-Paid Search-Display-Paid Search-Organic Search",50
"Affiliate-Paid Search-Display-Paid Search-Organic Search-Direct",14
"Affiliate-Paid Search-Display-Paid Search-Organic Search-Social",7
"Affiliate-Paid Search-Display-Paid Search-Organic Search-Display",3
"Affiliate-Paid Search-Display-Paid Search-Organic Search-Paid Search",80
"Affiliate-Paid Search-Display-Paid Search-Organic Search",14
"Affiliate-Paid Search-Display-Organic Search-Direct",68
"Affiliate-Paid Search-Display-Organic Search-Direct-Social",5
"Affiliate-Paid Search-Display-Organic Search-Direct-Display",2
"Affiliate-Paid Search-Display-Organic Search-Direct-Affiliate",5
"Affiliate-Paid Search-Display-Organic Search-Direct-Paid Search",28
"Affiliate-Paid Search-Display-Organic Search-Direct-Organic Search",5
"Affiliate-Paid Search-Display-Organic Search-Social",38
"Affiliate-Paid Search-Display-Organic Search-Display-Direct",2
"Affiliate-Paid Search-Display-Organic Search-Display-Social",1
"Affiliate-Paid Search-Display-Organic Search-Display",1
"Affiliate-Paid Search-Display-Organic Search-Display-Affiliate",3
"Affiliate-Paid Search-Display-Organic Search-Display-Paid Search",1
"Affiliate-Paid Search-Display-Organic Search-Display-Organic Search",9
"Affiliate-Paid Search-Display-Organic Search-Affiliate-Social",4
"Affiliate-Paid Search-Display-Organic Search-Affiliate",1
"Affiliate-Paid Search-Display-Organic Search-Affiliate-Paid Search",3
"Affiliate-Paid Search-Display-Organic Search-Affiliate-Organic Search",1
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Direct",30
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Social",174
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Display",42
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Affiliate",16
"Affiliate-Paid Search-Display-Organic Search-Paid Search",297
"Affiliate-Paid Search-Display-Organic Search-Paid Search-Organic Search",111
"Affiliate-Paid Search-Display-Organic Search-Direct",16
"Affiliate-Paid Search-Display-Organic Search-Social",10
"Affiliate-Paid Search-Display-Organic Search-Display",7
"Affiliate-Paid Search-Display-Organic Search-Affiliate",2
"Affiliate-Paid Search-Display-Organic Search-Paid Search",98
"Affiliate-Paid Search-Display-Organic Search",41
"Affiliate-Paid Search-Affiliate-Direct",215
"Affiliate-Paid Search-Affiliate-Direct-Social",48
"Affiliate-Paid Search-Affiliate-Direct-Display",6
"Affiliate-Paid Search-Affiliate-Direct-Affiliate",70
"Affiliate-Paid Search-Affiliate-Direct-Paid Search",205
"Affiliate-Paid Search-Affiliate-Direct-Organic Search",7
"Affiliate-Paid Search-Affiliate-Direct-Social",130
"Affiliate-Paid Search-Affiliate-Direct-Display-Direct",2
"Affiliate-Paid Search-Affiliate-Direct-Display-Social",6
"Affiliate-Paid Search-Affiliate-Direct-Display",6
"Affiliate-Paid Search-Affiliate-Direct-Display-Affiliate",2
"Affiliate-Paid Search-Affiliate-Direct-Display-Paid Search",12
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Direct",15
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Social",33
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Display",2
"Affiliate-Paid Search-Affiliate-Direct-Affiliate",43
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Paid Search",87
"Affiliate-Paid Search-Affiliate-Direct-Affiliate-Organic Search",3
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Direct",54
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Social",72
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Display",6
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Affiliate",62
"Affiliate-Paid Search-Affiliate-Direct-Paid Search",130
"Affiliate-Paid Search-Affiliate-Direct-Paid Search-Organic Search",13
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Direct",6
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Social",1
"Affiliate-Paid Search-Affiliate-Direct-Organic Search-Paid Search",7
"Affiliate-Paid Search-Affiliate-Direct-Organic Search",3
"Affiliate-Paid Search-Affiliate-Social",10960
"Affiliate-Paid Search-Affiliate-Display-Direct",26
"Affiliate-Paid Search-Affiliate-Display-Direct-Social",1
"Affiliate-Paid Search-Affiliate-Display-Direct-Display",1
"Affiliate-Paid Search-Affiliate-Display-Direct-Affiliate",4
"Affiliate-Paid Search-Affiliate-Display-Direct-Paid Search",14
"Affiliate-Paid Search-Affiliate-Display-Direct-Organic Search",2
"Affiliate-Paid Search-Affiliate-Display-Social",123
"Affiliate-Paid Search-Affiliate-Display-Direct",5
"Affiliate-Paid Search-Affiliate-Display-Social",3
"Affiliate-Paid Search-Affiliate-Display",6
"Affiliate-Paid Search-Affiliate-Display-Affiliate",19
"Affiliate-Paid Search-Affiliate-Display-Paid Search",9
"Affiliate-Paid Search-Affiliate-Display-Organic Search",7
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Social",13
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Display",6
"Affiliate-Paid Search-Affiliate-Display-Affiliate",17
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Paid Search",23
"Affiliate-Paid Search-Affiliate-Display-Affiliate-Organic Search",3
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Direct",32
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Social",55
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Display",29
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Affiliate",39
"Affiliate-Paid Search-Affiliate-Display-Paid Search",101
"Affiliate-Paid Search-Affiliate-Display-Paid Search-Organic Search",10
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Direct",4
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Social",4
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Affiliate",1
"Affiliate-Paid Search-Affiliate-Display-Organic Search-Paid Search",45
"Affiliate-Paid Search-Affiliate-Display-Organic Search",12
"Affiliate-Paid Search-Affiliate-Direct",241
"Affiliate-Paid Search-Affiliate-Direct-Social",60
"Affiliate-Paid Search-Affiliate-Direct-Display",10
"Affiliate-Paid Search-Affiliate-Direct-Affiliate",73
"Affiliate-Paid Search-Affiliate-Direct-Paid Search",107
"Affiliate-Paid Search-Affiliate-Direct-Organic Search",6
"Affiliate-Paid Search-Affiliate-Social",1546
"Affiliate-Paid Search-Affiliate-Display-Direct",22
"Affiliate-Paid Search-Affiliate-Display-Social",22
"Affiliate-Paid Search-Affiliate-Display",10
"Affiliate-Paid Search-Affiliate-Display-Affiliate",19
"Affiliate-Paid Search-Affiliate-Display-Paid Search",47
"Affiliate-Paid Search-Affiliate-Display-Organic Search",8
"Affiliate-Paid Search-Affiliate-Direct",147
"Affiliate-Paid Search-Affiliate-Social",426
"Affiliate-Paid Search-Affiliate-Display",42
"Affiliate-Paid Search-Affiliate",963
"Affiliate-Paid Search-Affiliate-Paid Search",740
"Affiliate-Paid Search-Affiliate-Organic Search",71
"Affiliate-Paid Search-Affiliate-Paid Search-Direct",192
"Affiliate-Paid Search-Affiliate-Paid Search-Social",770
"Affiliate-Paid Search-Affiliate-Paid Search-Display",41
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate",1298
"Affiliate-Paid Search-Affiliate-Paid Search",892
"Affiliate-Paid Search-Affiliate-Paid Search-Organic Search",80
"Affiliate-Paid Search-Affiliate-Organic Search-Direct",30
"Affiliate-Paid Search-Affiliate-Organic Search-Social",17
"Affiliate-Paid Search-Affiliate-Organic Search-Affiliate",3
"Affiliate-Paid Search-Affiliate-Organic Search-Paid Search",153
"Affiliate-Paid Search-Affiliate-Organic Search",37
"Affiliate-Paid Search-Affiliate-Paid Search-Direct",417
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Social",121
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Display",15
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Affiliate",162
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Paid Search",314
"Affiliate-Paid Search-Affiliate-Paid Search-Direct-Organic Search",18
"Affiliate-Paid Search-Affiliate-Paid Search-Social",6790
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Direct",24
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Social",47
"Affiliate-Paid Search-Affiliate-Paid Search-Display",19
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Affiliate",64
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Paid Search",118
"Affiliate-Paid Search-Affiliate-Paid Search-Display-Organic Search",43
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Direct",164
"Affiliate-Paid Search-Affiliate-Paid Search-Affiliate-Social",2205
